clip_id,take_folder,ground_truth_original,ground_truth,exo_answer,exo_predicted,exo_correct,ego_answer,ego_predicted,ego_correct
21a660db-de97-431c-911c-5e0d27a23cf0,uniandes_bouldering_033_10,Intermediate Expert,Intermediate,"Observations: The climber is using a technique known as ""bouldering"" on a large, colorful, and complex wall. The expert notes that the climber is using a ""very high"" and ""very low"" technique, which is a key aspect of the climb. The climber is also using a ""very high"" technique, which is a sign of a high level of skill. The climber is also using a ""very low"" technique, which is a sign of a high level of skill. The climber is also using a ""very high"" technique, which is a sign of a high level of skill. The climber is also using a ""very low"" technique, which is a sign of a high level of skill.

Errors/Strengths: The expert notes that the climber is using a ""very high"" technique, which is a sign of a high level of skill. The expert also notes that the climber is using a ""very low"" technique, which is a sign of a high level of skill. The expert also notes that the climber is using a ""very high"" technique, which is a sign of a high level of skill. The expert also notes that the climber is using a ""very low"" technique, which is a sign of a high level of skill. The expert also notes that the climber is using a ""very high"" technique, which is a sign of a high level of skill. The expert also",Expert,False,"Observations: The expert commentary highlights the climber's use of a specific technique, which involves using the hand to grip the wall and then using the feet to push off and move up the wall. The climber is also noted to be using a variety of handholds and footholds to move up the wall. The expert also notes that the climber is using a technique that involves using the body to generate momentum and to move up the wall.

Errors/Strengths: The expert commentary notes that the climber is using a technique that involves using the hand to grip the wall and then using the feet to push off and move up the wall. This is a common technique in bouldering, but the expert also notes that the climber is using a variety of handholds and footholds to move up the wall. This is a strength of the climber, as it shows that they are using a variety of techniques to move up the wall. The expert also notes that the climber is using a technique that involves using the body to generate momentum and to move up the wall. This is a strength of the climber, as it shows that they are using a variety of techniques to move up the wall.

Skill Level: Intermediate Expert",Intermediate,True
9580429c-539c-46e2-a100-aba20d6cc8e0,uniandes_bouldering_036_74,Late Expert,Expert,"Observations: The climber is performing a bouldering technique that involves a dynamic, multi-step movement. The expert notes that the climber is using a ""very strong"" and ""very efficient"" technique, which is a key indicator of advanced skill. The climber is also described as being ""very confident"" and ""very focused,"" suggesting a high level of mental control and experience. The climber is using a ""very strong"" technique, which is a key indicator of advanced skill. The climber is also described as being ""very confident"" and ""very focused,"" suggesting a high level of mental control and experience.

Errors/Strengths: The expert notes that the climber is using a ""very strong"" and ""very efficient"" technique, which is a key indicator of advanced skill. The climber is also described as being ""very confident"" and ""very focused,"" suggesting a high level of mental control and experience. The climber is using a ""very strong"" technique, which is a key indicator of advanced skill. The climber is also described as being ""very confident"" and ""very focused,"" suggesting a high level of mental control and experience.

Skill Level: Late Expert",Expert,True,"Observations: The expert commentary highlights the climber's use of a wide variety of holds, including those with different shapes and colors, and the use of a specific technique involving a handhold. The climber is seen using a handhold to assist in the climb, which is a common technique in bouldering. The climber is also seen using a different handhold to assist in the climb, which is a common technique in bouldering. The climber is also seen using a different handhold to assist in the climb, which is a common technique in bouldering.

Errors/Strengths: The expert notes that the climber is using a handhold to assist in the climb, which is a common technique in bouldering. The climber is also seen using a different handhold to assist in the climb, which is a common technique in bouldering. The climber is also seen using a different handhold to assist in the climb, which is a common technique in bouldering.

Skill Level: Intermediate Expert",Intermediate,False
5c6adb2f-6ea0-4cf1-8316-e7cd23b54b77,uniandes_bouldering_026_17,Novice,Novice,"Observations: The climber is using a dynamic, multi-point grip on the wall, with a focus on the upper body and core strength. The technique involves a controlled, deliberate movement, with the climber maintaining a stable posture and using the wall's structure to support their body. The climber is also shown using a variety of hand and foot placements to navigate the wall, demonstrating a high level of control and awareness.

Errors/Strengths: The expert notes that the climber is not using the full range of the wall's features, which could be a sign of a lack of experience. However, the climber's technique is strong, with a clear focus on body control and a stable posture. The expert also highlights the climber's ability to use the wall's structure effectively, which is a sign of a high level of skill.

Skill Level: Late Expert",Expert,False,"Observations:  
- The climber is using a variety of holds, including a large, purple, irregularly shaped hold and a green, banana-shaped hold.  
- The climber is using their hands to grip the holds, and their arms are extended to support their body weight.  
- The climber is using a combination of hand and foot holds to maintain their balance and stability.  
- The climber is using a variety of holds to navigate the wall, including a green, banana-shaped hold and a purple, irregularly shaped hold.  
- The climber is using a combination of hand and foot holds to maintain their balance and stability.  
- The climber is using a variety of holds to navigate the wall, including a green, banana-shaped hold and a purple, irregularly shaped hold.  
- The climber is using a combination of hand and foot holds to maintain their balance and stability.  
- The climber is using a variety of holds to navigate the wall, including a green, banana-shaped hold and a purple, irregularly shaped hold.  
- The climber is using a combination of hand and foot holds to maintain their balance and stability.  
- The climber is using a variety of holds to navigate the wall, including a green, banana-shaped hold and a purple, irregularly shaped hold.  
- The climber is using a combination of hand and foot holds to maintain their balance and stability.  
- The climber is using a variety",Unknown,False
dbb8c6c5-7156-43e8-8f27-f54e217360c1,uniandes_bouldering_026_95,Novice,Novice,"Observations: The climber is using a dynamic, multi-directional technique, with a focus on precise hand placement and body control. The movement is fluid and efficient, indicating a high level of skill. The climber is utilizing the full range of their body, including their legs and core, to maintain balance and momentum. The climber is also using a variety of handholds and footholds, demonstrating a strong understanding of the rock's structure and the ability to adapt to changing conditions.

Errors/Strengths: The expert notes that the climber is not using the full range of their body, which could be a sign of a lack of technique. However, the climber is also using a variety of handholds and footholds, which is a strength. The climber is also using a dynamic, multi-directional technique, which is a sign of a high level of skill.

Skill Level: Late Expert",Expert,False,"Observations: The expert commentary highlights the climber's use of a wide variety of holds, including large, flat, and rounded ones, as well as smaller, more complex holds. The climber is shown using a combination of hand and foot techniques, with a focus on using the hands to grip and pull up. The climber is also shown using a variety of holds, including those that are more difficult to reach, such as the large, flat, and rounded holds. The climber is also shown using a variety of holds, including those that are more difficult to reach, such as the large, flat, and rounded holds.

Errors/Strengths: The expert notes that the climber is using a variety of holds, including those that are more difficult to reach, such as the large, flat, and rounded holds. This is a strength, as it shows that the climber is using a variety of techniques to overcome the challenges of the climb. The expert also notes that the climber is using a variety of holds, including those that are more difficult to reach, such as the large, flat, and rounded holds. This is a strength, as it shows that the climber is using a variety of techniques to overcome the challenges of the climb.

Skill Level: Intermediate Expert",Intermediate,False
e8f2df2e-5d2d-4352-b06c-95554b1ecdb3,uniandes_bouldering_031_68,Late Expert,Expert,"Observations: The climber is performing a bouldering technique that involves a dynamic, multi-step sequence. The expert notes that the climber is using a combination of hand and foot placement to navigate the wall, with a focus on precise and controlled movements. The climber is also shown using a specific technique to transition from one hold to the next, which is a key aspect of advanced bouldering.

Errors/Strengths: The expert identifies a potential error in the climber's technique, specifically the use of a hand placement that may not be optimal for the current hold. However, the climber's overall form and control are praised, indicating a high level of skill and awareness. The expert also notes that the climber is demonstrating a strong understanding of the wall's structure and the importance of maintaining balance and stability.

Skill Level: Late Expert",Expert,True,"Observations: The expert commentary highlights the climber's use of a ""very wide range of holds"" and the ""use of a variety of holds"" to navigate the wall. The climber is observed to be ""using a variety of holds"" and ""using a wide range of holds"" to climb, indicating a high level of technical proficiency. The climber is also noted to be ""using a variety of holds"" and ""using a wide range of holds"" to climb, which suggests a high level of skill. The climber is also observed to be ""using a variety of holds"" and ""using a wide range of holds"" to climb, which suggests a high level of skill.

Errors/Strengths: The expert commentary notes that the climber is ""using a variety of holds"" and ""using a wide range of holds"" to climb, which is a strength. The expert also notes that the climber is ""using a variety of holds"" and ""using a wide range of holds"" to climb, which is a strength. The expert also notes that the climber is ""using a variety of holds"" and ""using a wide range of holds"" to climb, which is a strength. The expert also notes that the climber is ""using a variety of holds"" and ""using a wide range of holds"" to climb, which is a strength. The expert also notes that the climber is ""using a variety of holds"" and ""using a wide range of",Expert,True
8392e60f-6bb0-4e22-9936-5bbdd03f90ac,uniandes_bouldering_033_53,Intermediate Expert,Intermediate,"Observations: The climber is shown using a variety of holds, including those with different shapes and colors, to ascend the wall. The climber appears to be using a combination of hand and foot holds, and is moving up the wall in a controlled manner. The climber is also shown using a variety of holds, including those with different shapes and colors, to ascend the wall. The climber appears to be using a combination of hand and foot holds, and is moving up the wall in a controlled manner.

Errors/Strengths: The expert notes that the climber is using a variety of holds, including those with different shapes and colors, to ascend the wall. The climber appears to be using a combination of hand and foot holds, and is moving up the wall in a controlled manner. The climber is also shown using a variety of holds, including those with different shapes and colors, to ascend the wall. The climber appears to be using a combination of hand and foot holds, and is moving up the wall in a controlled manner.

Skill Level: Intermediate Expert",Intermediate,True,"Observations:  
- The climber is using a variety of holds, including those with a distinct shape and color, to ascend the wall.  
- The climber is using a handhold to grip the wall, and the hand is positioned in a way that suggests a secure hold.  
- The climber is using a foot to grip the wall, and the foot is positioned in a way that suggests a secure hold.  
- The climber is using a hand to grip the wall, and the hand is positioned in a way that suggests a secure hold.  
- The climber is using a foot to grip the wall, and the foot is positioned in a way that suggests a secure hold.  
- The climber is using a hand to grip the wall, and the hand is positioned in a way that suggests a secure hold.  
- The climber is using a foot to grip the wall, and the foot is positioned in a way that suggests a secure hold.  
- The climber is using a hand to grip the wall, and the hand is positioned in a way that suggests a secure hold.  

Errors/Strengths:  
- The climber is using a hand to grip the wall, and the hand is positioned in a way that suggests a secure hold.  
- The climber is using a foot to grip the wall, and the foot is positioned in a way that suggests a secure hold.  
- The climber is using a hand to grip the",Unknown,False
7b7365da-5cef-4fbc-8c9b-ab2987fddf0f,uniandes_bouldering_025_16,Novice,Novice,"Observations: The climber is using a dynamic, multi-point technique on a complex, colorful bouldering wall. The expert notes that the climber is using a ""very strong"" grip on the holds, which is a key indicator of advanced technique. The climber is also shown using a ""very strong"" grip on the holds, which is a key indicator of advanced technique. The climber is also shown using a ""very strong"" grip on the holds, which is a key indicator of advanced technique. The climber is also shown using a ""very strong"" grip on the holds, which is a key indicator of advanced technique. The climber is also shown using a ""very strong"" grip on the holds, which is a key indicator of advanced technique. The climber is also shown using a ""very strong"" grip on the holds, which is a key indicator of advanced technique. The climber is also shown using a ""very strong"" grip on the holds, which is a key indicator of advanced technique. The climber is also shown using a ""very strong"" grip on the holds, which is a key indicator of advanced technique.

Errors/Strengths: The expert notes that the climber is using a ""very strong"" grip on the holds, which is a key indicator of advanced technique. The climber is also shown using a ""very strong"" grip on the holds, which is a key indicator of advanced technique. The climber is also shown using",Expert,False,"Observations: The expert commentary highlights the climber's use of a wide variety of holds, including both standard and specialized grips. The climber is shown using a combination of hand and foot techniques, with a focus on precise hand placement and body positioning. The climber's movements are fluid and controlled, indicating a high level of skill. The use of a wide range of holds and techniques suggests a well-developed understanding of the sport.

Errors/Strengths: The expert notes that the climber is using a variety of holds, which is a strength. However, the commentary also points out that the climber is not using the most advanced techniques, which could be a potential error. The expert's observation that the climber is using a variety of holds is a strength, but the lack of advanced techniques is a potential error.

Skill Level: Late Expert",Expert,False
a698521a-4384-4829-bda1-5a29bb3782f1,uniandes_bouldering_037_55,Late Expert,Expert,"Observations: The climber is using a technique known as ""bouldering"" on a large, colorful, and angled rock wall. The expert notes that the climber is using a ""very low"" stance, which is a key aspect of the technique. The climber is also using a ""very low"" grip, which is a common technique in bouldering. The climber is also using a ""very low"" body position, which is a key aspect of the technique. The climber is also using a ""very low"" grip, which is a common technique in bouldering. The climber is also using a ""very low"" body position, which is a key aspect of the technique. The climber is also using a ""very low"" grip, which is a common technique in bouldering. The climber is also using a ""very low"" body position, which is a key aspect of the technique. The climber is also using a ""very low"" grip, which is a common technique in bouldering. The climber is also using a ""very low"" body position, which is a key aspect of the technique. The climber is also using a ""very low"" grip, which is a common technique in bouldering. The climber is also using a ""very low"" body position, which is a key aspect of the technique. The climber is also using a ""very low"" grip, which is a common",Expert,True,"Observations: The expert commentary highlights the climber's use of a specific technique, which involves using a handhold to pull the body up the wall. This is a key aspect of the bouldering technique being demonstrated. The climber is also shown using a variety of holds, including those that are shaped like watermelon and other colorful, uniquely designed holds. The expert notes that the climber is using a technique that is not only effective but also efficient, which is a sign of a high level of skill.

Errors/Strengths: The expert notes that the climber is using a technique that is not only effective but also efficient, which is a sign of a high level of skill. This is a strength of the climber's technique. The expert also notes that the climber is using a variety of holds, which is a strength of the climber's technique. The expert does not mention any errors in the climber's technique.

Skill Level: Late Expert",Expert,True
fdbd51f1-b270-4a4c-b3c5-7b660d647cc1,uniandes_bouldering_033_57,Intermediate Expert,Intermediate,"Observations: The climber is using a technique known as ""bouldering"" on a large, colorful rock wall. The expert notes that the climber is using a ""very low"" stance, which is a key aspect of the technique. The climber is also using a ""very high"" hand placement, which is a common technique in bouldering. The climber is also using a ""very high"" foot placement, which is another key aspect of the technique. The climber is also using a ""very high"" body position, which is a common technique in bouldering.

Errors/Strengths: The expert notes that the climber is using a ""very low"" stance, which is a key aspect of the technique. The expert also notes that the climber is using a ""very high"" hand placement, which is a common technique in bouldering. The expert also notes that the climber is using a ""very high"" foot placement, which is another key aspect of the technique. The expert also notes that the climber is using a ""very high"" body position, which is a common technique in bouldering.

Skill Level: Late Expert",Expert,False,"Observations: The expert commentary highlights the climber's use of a specific technique, which involves placing a hand on a hold and then using the other hand to pull the body up, a method that is particularly effective for climbing on a wall with a large number of holds. The climber is also noted to be using a variety of holds, including those that are not directly on the wall, which suggests a high level of skill and adaptability. The climber's ability to use the holds effectively and efficiently is a key indicator of their skill level.

Errors/Strengths: The expert notes that the climber's technique is not always perfect, as they are sometimes seen using the wrong hold, which is a common mistake for beginners. However, the climber's ability to adapt and use the holds effectively is a strength. The expert also points out that the climber's technique is not always consistent, which is a sign of a developing skill level.

Skill Level: Intermediate Expert",Intermediate,True
375a31e4-be87-4677-a6e2-7b99dc9e2fff,uniandes_bouldering_037_17,Late Expert,Expert,"Observations: The climber is performing a dynamic, multi-step sequence on a large, colorful bouldering wall. The sequence involves a series of movements, including a significant upward pull, a transition to a handstand, and a final descent. The climber's body is in a controlled, athletic position, demonstrating a high degree of coordination and strength. The wall is a complex structure with numerous holds, and the climber is using a combination of body weight and handholds to progress.

Errors/Strengths: The expert notes that the climber's body is in a ""very good"" position, indicating a strong foundation. However, the expert also points out that the climber is ""not using the wall as much as they could,"" suggesting a potential inefficiency in utilizing the full range of the wall's features. The expert also highlights that the climber is ""not using the wall as much as they could,"" which is a key point in the analysis.

Skill Level: Late Expert",Expert,True,"Observations: The expert commentary highlights the climber's use of a wide variety of holds, including both standard and specialized shapes. The climber is seen using a combination of hand and foot techniques, with a focus on precise hand placement and body positioning. The climber's movements are fluid and efficient, indicating a high level of control and confidence. The use of different hold types and the ability to navigate complex routes suggest a well-developed technique.

Errors/Strengths: The expert notes that the climber's technique is not perfect, with some minor errors in hand placement and body positioning. However, these are not significant enough to hinder the overall performance. The climber's ability to maintain balance and control on the wall is a strength, and the use of a wide range of holds is a significant advantage.

Skill Level: Late Expert",Expert,True
