clip_id,take_folder,activity,ground_truth,exo_full_answer,exo_predicted,exo_correct,ego_full_answer,ego_predicted,ego_correct
20bc64ed-0612-4f59-9822-7ef409c7fdd4,uniandes_basketball_004_49,Basketball,Early Expert,"Observations: The man jumps up and throws the ball into the hoop.

Errors: The man jumps up and throws the ball into the hoop.

Skill Level: Intermediate Expert",Intermediate Expert,False,"Observations: The man X throws the ball to the basketball hoop. The man Y catches the ball. The man Z throws the ball to the basketball hoop. The man X catches the ball. The man X throws the ball to the basketball hoop. The man Y catches the ball. The man Z throws the ball to the basketball hoop. The man X catches the ball.

Errors: The man X throws the ball to the basketball hoop. The man Y catches the ball. The man Z throws the ball to the basketball hoop. The man X catches the ball. The man X throws the ball to the basketball hoop. The man Y catches the ball. The man Z throws the ball to the basketball hoop. The man X catches the ball.

Skill Level: Intermediate Expert",Intermediate Expert,False
0b812849-e4a6-47f3-a379-0127f36bce72,upenn_0331_Guitar_1_5,Music,Intermediate Expert,"Observations: The person is playing the guitar while wearing a helmet with sensors attached to it. He is standing on a chair and looking at the sheet music on a stand. He is holding the guitar with both hands and strumming the strings.

Errors: The person is not moving his head or body much, which may affect the accuracy of the data collected by the sensors on the helmet. Additionally, he is not moving his fingers on the guitar neck, which may indicate that he is not playing the correct notes.

Skill Level: Novice",Novice,False,Observations: A man X walks into the room. The man X stands behind the camera. The man X crosses his arms. The man X looks at the camera. The man X looks at the music sheet. The man X looks at the camera. The man X looks at the music sheet. The man X looks at the camera. The man X looks at the music sheet. The man X looks at the camera. The man X looks at the music sheet. The man X looks at the camera. The man X looks at the music sheet. The man X looks at the camera. The man X looks at the music sheet. The man X looks at the camera. The man X looks at the music sheet. The man X looks at the camera. The man X looks at the music sheet. The man X looks at the camera. The man X looks at the music sheet. The man X looks at the camera. The man X looks at the music sheet. The man X looks at the camera. The man X looks at the music sheet. The man X looks at the camera. The man X looks at the music sheet. The man X looks at the camera. The man X looks at the music sheet. The man X looks at the camera. The man X looks at the music sheet. The man X looks at the camera. The man X looks at the music sheet. The man X looks at the camera. The man X looks at the music sheet. The man,Unknown,False
196ecf05-aecd-4f42-8321-67300d8bb6cd,upenn_0710_Cooking_1_3,Cooking,Novice,"Observations: A woman is standing in front of the oven with a camera on her head. She is holding a camera in her right hand and is looking at it.

Errors: The woman is not using the camera correctly. She should be using it to film something, but she is just holding it in her hand.

Skill Level: Novice",Novice,True,"Observations: The person is cooking food on a stove. They are using a spatula to stir the food in a pan. There is a cutting board with chopped vegetables on the counter next to the stove.

Errors: The person is not wearing an apron, which could be useful for protecting their clothes while cooking. Additionally, they are not using any utensils other than the spatula, which may not be the most efficient way to cook the food.

Skill Level: Intermediate Expert",Intermediate Expert,False
a3cfad7c-b099-4729-b168-fff85dfe5a32,iiith_guitar_002_6,Music,Early Expert,"Observations: The man is playing guitar while sitting on a chair. He is wearing a helmet with a microphone attached to it. There are music stands, a keyboard, and other musical instruments in the background.

Errors: The man is not moving his fingers on the guitar strings. He is just holding the guitar and looking at the camera.

Skill Level: Novice",Novice,False,"Observations: The man X plays the guitar with his left hand on the neck of the guitar and his right hand on the strings. The man X looks at the music sheet.

Errors: The man X does not look at the music sheet while playing the guitar.

Skill Level: Intermediate Expert",Intermediate Expert,False
127941e8-52d5-494f-901b-af3521a67ae3,sfu_cooking_003_1,Cooking,Early Expert,"Observations: A man X stirs food in a pot on the stove with chopsticks. He holds a bowl of food in his left hand. The man X is wearing a black jacket and gray pants.

Errors: None.

Skill Level: Intermediate Expert",Intermediate Expert,False,"Observations: The person puts the bowl on the counter and picks up the pan with the chopsticks. Then, the person pours the eggs into the pan.

Errors: There are none.

Skill Level: Intermediate Expert",Intermediate Expert,False
01b0a6e3-04ce-4f0d-8df4-b3d3c1508780,iiith_cooking_44_1,Cooking,Intermediate Expert,"Observations: The woman is cooking food on a stove. She is using a spatula to flip the food in a pan. She is wearing a sari and glasses.

Errors: The woman is not wearing an apron, which could be useful for protecting her clothing while cooking.

Skill Level: Intermediate Expert",Intermediate Expert,True,"Observations: The woman is cooking on a stove. She is using a spatula to flip a pancake in a pan. She is holding a bowl with her left hand.

Errors: The woman is not wearing an apron, which could be useful for protecting her clothes while cooking.

Skill Level: Intermediate Expert",Intermediate Expert,True
1a67463e-10d0-4228-ae9c-a20ffe417b5a,unc_basketball_03-16-23_02_15,Basketball,Early Expert,"Observations: The man jumps up and throws the ball into the hoop.

Errors: The man should have thrown the ball with both hands to increase accuracy.

Skill Level: Intermediate Expert",Intermediate Expert,False,"Observations: A man X throws a basketball towards the hoop. The ball goes through the hoop. The man X catches the ball with his right hand.

Errors: None.

Skill Level: Intermediate Expert",Intermediate Expert,False
181b7c2f-4854-4d1c-83e0-dbc7d7c92df3,utokyo_soccer_8000_46_47_12,Soccer,Intermediate Expert,"Observations: The person kicks the ball with his right foot.

Errors: The person does not follow through after kicking the ball.

Skill Level: Novice",Novice,False,"Observations: The person kicks the ball towards the goal.

Errors: The person kicks the ball too far away from the goal.

Skill Level: Novice",Novice,False
3e584c51-28f9-4b02-8439-324d4ce8101c,iiith_soccer_041_2,Soccer,Late Expert,"Observations: The man in the red shirt is kicking a soccer ball with his right foot. He is standing on a green field with white cones and a net. There are other people in the background, but they are not interacting with the man in the red shirt.

Errors: The man in the red shirt is not wearing proper soccer cleats, which could affect his performance. Additionally, he is not wearing a helmet, which could be dangerous if he were to fall or collide with another player.

Skill Level: Novice",Novice,False,Observations: The man K puts the ball on the ground with his right foot. The man K picks up the ball with his right foot. The man K kicks the ball with his right foot. The man K picks up the ball with his right foot. The man K kicks the ball with his right foot. The man K picks up the ball with his right foot. The man K kicks the ball with his right foot. The man K picks up the ball with his right foot. The man K kicks the ball with his right foot. The man K picks up the ball with his right foot. The man K kicks the ball with his right foot. The man K picks up the ball with his right foot. The man K kicks the ball with his right foot. The man K picks up the ball with his right foot. The man K kicks the ball with his right foot. The man K picks up the ball with his right foot. The man K kicks the ball with his right foot. The man K picks up the ball with his right foot. The man K kicks the ball with his right foot. The man K picks up the ball with his right foot. The man K kicks the ball with his right foot. The man K picks up the ball with his right foot. The man K kicks the ball with his right foot. The man K picks up the ball with his right foot. The man K kicks the ball with his right foot. The man K picks up the ball,Unknown,False
09992555-13bf-4056-a0c8-b5058853b778,upenn_0707_Guitar_1_6,Music,Late Expert,"Observations: The man plays the guitar with his left hand on the neck and right hand on the strings. He reads the music sheet placed on the stand.

Errors: The man does not move his head while playing the guitar.

Skill Level: Intermediate Expert",Intermediate Expert,False,Observations: The man X plays the guitar. The man X looks at the music book. The man X moves his left hand on the guitar neck. The man X moves his right hand on the guitar neck. The man X moves his left hand on the guitar neck. The man X moves his right hand on the guitar neck. The man X moves his left hand on the guitar neck. The man X moves his right hand on the guitar neck. The man X moves his left hand on the guitar neck. The man X moves his right hand on the guitar neck. The man X moves his left hand on the guitar neck. The man X moves his right hand on the guitar neck. The man X moves his left hand on the guitar neck. The man X moves his right hand on the guitar neck. The man X moves his left hand on the guitar neck. The man X moves his right hand on the guitar neck. The man X moves his left hand on the guitar neck. The man X moves his right hand on the guitar neck. The man X moves his left hand on the guitar neck. The man X moves his right hand on the guitar neck. The man X moves his left hand on the guitar neck. The man X moves his right hand on the guitar neck. The man X moves his left hand on the guitar neck. The man X moves his right hand on the guitar neck. The man X moves his left hand on the guitar neck. The man X moves his,Unknown,False
06a5f0fa-7508-4dd7-8e9e-64c7e3a3a977,sfu_basketball_10_30,Basketball,Intermediate Expert,"Observations: The man A throws the ball to the basket with his right hand.

Errors: None.

Skill Level: Intermediate Expert",Intermediate Expert,True,"Observations: The man X throws the ball into the basket.

Errors: None.

Skill Level: Intermediate Expert",Intermediate Expert,True
375f6d12-23dd-4ad1-b02a-9fd9f7a8c991,sfu_cooking_009_5,Cooking,Early Expert,"Observations: The woman is standing at the kitchen counter, holding a cup in her right hand and a spoon in her left hand. She is stirring something in the cup with the spoon.

Errors: There are no apparent errors in the woman's movements.

Skill Level: Intermediate Expert",Intermediate Expert,False,"Observations: The person puts the lid on the pot, then picks up the spoon and stirs the food in the pan.

Errors: There is no error.

Skill Level: Intermediate Expert",Intermediate Expert,False
019eb55a-edb3-470f-b953-975aeb596f14,unc_basketball_02-24-23_01_5,Basketball,Early Expert,"Observations: The man B picks up the ball with his right hand, holds it with both hands, and throws it into the basket.

Errors: The man B should have thrown the ball with his right hand.

Skill Level: Novice",Novice,False,"Observations: The person is playing basketball. They are holding a ball with both hands, and they are jumping to throw the ball into the hoop.

Errors: The person is not wearing a helmet, which could be dangerous if they fall while jumping.

Skill Level: Novice",Novice,False
18e1e279-78e1-4c10-97a7-42dace59267b,iiith_soccer_020_2,Soccer,Late Expert,"Observations: The man in white is kicking a ball with his right foot. He is standing on a grassy field with other people around him. There are cones and a net in the background.

Errors: The man in white is not wearing proper soccer cleats, which could affect his performance.

Skill Level: Novice",Novice,False,"Observations: The man X kicks the ball towards the goal post.

Errors: The man X kicks the ball towards the goal post.

Skill Level: Intermediate Expert",Intermediate Expert,False
444075c4-aed8-4c06-81cf-d05df0bcb207,iiith_soccer_006_4,Soccer,Late Expert,"Observations: A man in a black shirt is kicking a soccer ball. He is standing on a grassy field with other people around him. There is a net behind him.

Errors: The man in the black shirt is not wearing proper soccer cleats, which could affect his performance.

Skill Level: Novice",Novice,False,Observations: A man X stands on the football pitch. The man X holds a ball with his right hand. The man X throws the ball to the man Y. The man Y catches the ball with his hands. The man Y throws the ball to the man X. The man X catches the ball with his hands. The man X throws the ball to the man Y. The man Y catches the ball with his hands. The man Y throws the ball to the man X. The man X catches the ball with his hands. The man X throws the ball to the man Y. The man Y catches the ball with his hands. The man Y throws the ball to the man X. The man X catches the ball with his hands. The man X throws the ball to the man Y. The man Y catches the ball with his hands. The man Y throws the ball to the man X. The man X catches the ball with his hands. The man X throws the ball to the man Y. The man Y catches the ball with his hands. The man Y throws the ball to the man X. The man X catches the ball with his hands. The man X throws the ball to the man Y. The man Y catches the ball with his hands. The man Y throws the ball to the man X. The man X catches the ball with his hands. The man X throws the ball to the man Y. The man Y catches the ball with his hands. The man Y throws,Unknown,False
aab43780-401b-4673-b2c2-fc3521e98bea,unc_basketball_03-31-23_01_43,Basketball,Late Expert,"Observations: The man B throws the ball into the basket with his right hand.

Errors: None.

Skill Level: Intermediate Expert",Intermediate Expert,False,"Observations: The man X throws the ball into the basket.

Errors: None.

Skill Level: Intermediate Expert",Intermediate Expert,False
2336980a-6599-4f18-8a4c-6f2aa92ed536,sfu_cooking_002_1,Cooking,Novice,"Observations: The man X picks a cup from the kitchen counter with his right hand.

Errors: None.

Skill Level: Intermediate Expert",Intermediate Expert,False,Observations: The man picks up the chopping board with his left hand and puts it on the counter. He then picks up the bowl with his right hand and puts it on the counter. He picks up the knife with his right hand and puts it on the chopping board. He picks up the onion with his left hand and puts it on the chopping board. He picks up the knife with his right hand and cuts the onion into pieces. He picks up the pieces of onion with his left hand and puts them in the bowl. He picks up the pieces of onion with his right hand and puts them in the bowl. He picks up the pieces of onion with his left hand and puts them in the bowl. He picks up the pieces of onion with his right hand and puts them in the bowl. He picks up the pieces of onion with his left hand and puts them in the bowl. He picks up the pieces of onion with his right hand and puts them in the bowl. He picks up the pieces of onion with his left hand and puts them in the bowl. He picks up the pieces of onion with his right hand and puts them in the bowl. He picks up the pieces of onion with his left hand and puts them in the bowl. He picks up the pieces of onion with his right hand and puts them in the bowl. He picks up the pieces of onion with his left hand and puts them in the bowl. He picks up the pieces of onion with his right hand and puts them,Unknown,False
19df5a1f-ff4f-427d-9f9a-61f001512a19,upenn_0407_Violin_2_5,Music,Intermediate Expert,"Observations: The woman is playing the violin while sitting on a chair. She is wearing a pink shirt, black pants, and white shoes. She has a microphone attached to her shirt and is looking at the music sheet in front of her.

Errors: The woman is not holding the violin properly. Her left hand is not positioned correctly on the neck of the violin, and she is not using the bow correctly. Additionally, she is not looking at the music sheet consistently.

Skill Level: Novice",Novice,False,"Observations: The person is playing the violin. The person is holding the violin with his left hand and moving the bow with his right hand.

Errors: The person is not looking at the music sheet while playing the violin.

Skill Level: Intermediate Expert",Intermediate Expert,True
2be5ff82-31ab-4ba1-8a42-7bbd89e988ea,iiith_soccer_053_2,Soccer,Intermediate Expert,"Observations: The person is kicking a ball with his right foot.

Errors: The person is not maintaining proper posture while kicking the ball.

Skill Level: Novice",Novice,False,"Observations: The person kicks the ball with his right foot.

Errors: The person kicks the ball with his right foot.

Skill Level: Novice",Novice,False
34d092b6-7e39-4048-af8b-ada7c44bb59a,iiith_soccer_028_6,Soccer,Late Expert,"Observations: The man in the blue shirt is kicking a ball with his right foot. He is standing on a soccer field, and there are other people in the background. There are cones on the ground, and a net is visible to the left.

Errors: The man in the blue shirt is not wearing proper soccer cleats. He is also not wearing a helmet for protection.

Skill Level: Novice",Novice,False,"Observations: The man X kicks the ball towards the goal post with his right foot.

Errors: N/A

Skill Level: Intermediate Expert",Intermediate Expert,False
527abbcb-0144-418a-9096-1ca2de8f26f0,iiith_guitar_002_4,Music,Early Expert,"Observations: The person is playing the guitar while sitting on a chair. He is wearing a helmet and sunglasses.

Errors: The person is not moving his hands or fingers on the guitar strings, which means he is not playing the guitar.

Skill Level: Novice",Novice,False,"Observations: The man X plays the guitar. The man X looks at the music sheet. The man X moves his left hand on the guitar neck. The man X moves his right hand on the guitar strings.

Errors: The man X does not look at the music sheet while playing the guitar.

Skill Level: Intermediate Expert",Intermediate Expert,False
1e0d9cb9-849f-4ca7-beeb-b13a5d4c6668,uniandes_basketball_004_50,Basketball,Early Expert,"Observations: A man is playing basketball in a gym. He is dribbling the ball with his right hand. There are other people in the background, but they are not interacting with him.

Errors: The man is not wearing a helmet or any protective gear while playing basketball. This could be dangerous if he falls or collides with another player.

Skill Level: Novice",Novice,False,Observations: The man X picks a ball on the floor with his right hand. The man X throws the ball to C. C catches the ball with both hands. C dribbles the ball with his left hand. C throws the ball to the basket. The ball goes through the basket. The man X picks the ball on the floor with his right hand. The man X throws the ball to C. C catches the ball with both hands. C dribbles the ball with his left hand. C throws the ball to the basket. The ball goes through the basket. The man X picks the ball on the floor with his right hand. The man X throws the ball to C. C catches the ball with both hands. C dribbles the ball with his left hand. C throws the ball to the basket. The ball goes through the basket. The man X picks the ball on the floor with his right hand. The man X throws the ball to C. C catches the ball with both hands. C dribbles the ball with his left hand. C throws the ball to the basket. The ball goes through the basket. The man X picks the ball on the floor with his right hand. The man X throws the ball to C. C catches the ball with both hands. C dribbles the ball with his left hand. C throws the ball to the basket. The ball goes through the basket. The man X picks the ball on the floor with his right hand. The man X,Unknown,False
06c44d8c-98e6-4204-bb90-edfa26f8ab33,unc_basketball_03-17-23_01_11,Basketball,Intermediate Expert,"Observations: The man X throws the ball to the man Y who catches it. Then, the man X throws the ball to the man Y who catches it again. After that, the man X throws the ball to the man Y who catches it. Finally, the man X throws the ball to the man Y who catches it.

Errors: The man X throws the ball to the man Y who catches it. Then, the man X throws the ball to the man Y who catches it again. After that, the man X throws the ball to the man Y who catches it. Finally, the man X throws the ball to the man Y who catches it.

Skill Level: Intermediate Expert",Intermediate Expert,True,Observations: A man X throws a ball to C. C catches the ball. C throws the ball to man X. Man X catches the ball. Man X throws the ball to C. C catches the ball. C throws the ball to man X. Man X catches the ball. Man X throws the ball to C. C catches the ball. C throws the ball to man X. Man X catches the ball. Man X throws the ball to C. C catches the ball. C throws the ball to man X. Man X catches the ball. Man X throws the ball to C. C catches the ball. C throws the ball to man X. Man X catches the ball. Man X throws the ball to C. C catches the ball. C throws the ball to man X. Man X catches the ball. Man X throws the ball to C. C catches the ball. C throws the ball to man X. Man X catches the ball. Man X throws the ball to C. C catches the ball. C throws the ball to man X. Man X catches the ball. Man X throws the ball to C. C catches the ball. C throws the ball to man X. Man X catches the ball. Man X throws the ball to C. C catches the ball. C throws the ball to man X. Man X catches the ball. Man X throws the ball to C. C catches the ball. C throws the ball to man X. Man X catches the ball,Unknown,False
06434a91-b0b1-4cd9-860e-d16fb4bd8331,upenn_0725_Duet_Violin_1_2_4,Music,Late Expert,"Observations: The man X plays the violin. The woman Y plays the violin.

Errors: None.

Skill Level: Intermediate Expert",Intermediate Expert,False,"Observations: The woman X plays the violin with her left hand on the neck of the violin and her right hand on the bow. The woman Y plays the violin with her left hand on the neck of the violin and her right hand on the bow.

Errors: None.

Skill Level: Intermediate Expert",Intermediate Expert,False
2378c044-8aca-4d1f-9c5e-db2773ae1602,upenn_0725_Duet_Violin_1_1_11,Music,Intermediate Expert,"Observations: The woman plays the violin while the man holds the camera. The woman moves her left hand on the violin neck. The woman moves her right hand on the violin strings.

Errors: The woman moves her left hand on the violin neck. The woman moves her right hand on the violin strings.

Skill Level: Intermediate Expert",Intermediate Expert,True,"Observations: A man is playing the violin. He is sitting on a chair. He is holding the violin with his left hand. He is using the bow to play the violin. He is looking at the music sheet.

Errors: The man is not moving his left hand while playing the violin.

Skill Level: Intermediate Expert",Intermediate Expert,True
4dffbba4-5e54-4953-841d-b1da9a48d478,sfu_basketball015_8,Basketball,Novice,"Observations: The woman in pink is standing on the basketball court, facing the man in black. She is holding a basketball in her right hand and appears to be preparing to throw it.

Errors: There are no apparent errors in the woman's movement.

Skill Level: Intermediate Expert",Intermediate Expert,False,"Observations: A man X throws a ball into a basketball hoop.

Errors: None.

Skill Level: Intermediate Expert",Intermediate Expert,False
35823fca-da54-49a2-8d4c-365046031e2c,iiith_cooking_03_1,Cooking,Early Expert,Observations: The woman X picks a knife from the chopping board with her right hand. She then picks a knife from the chopping board with her left hand. She then picks a knife from the chopping board with her right hand. She then picks a knife from the chopping board with her left hand. She then picks a knife from the chopping board with her right hand. She then picks a knife from the chopping board with her left hand. She then picks a knife from the chopping board with her right hand. She then picks a knife from the chopping board with her left hand. She then picks a knife from the chopping board with her right hand. She then picks a knife from the chopping board with her left hand. She then picks a knife from the chopping board with her right hand. She then picks a knife from the chopping board with her left hand. She then picks a knife from the chopping board with her right hand. She then picks a knife from the chopping board with her left hand. She then picks a knife from the chopping board with her right hand. She then picks a knife from the chopping board with her left hand. She then picks a knife from the chopping board with her right hand. She then picks a knife from the chopping board with her left hand. She then picks a knife from the chopping board with her right hand. She then picks a knife from the chopping board with her left hand. She then picks a knife from the chopping board with her right hand. She then,Unknown,False,"Observations: The person picks up a spoon from the counter with her right hand, then picks up a plate with her left hand. She places the plate on the counter next to the cutting board. She then picks up a can of black pepper with her right hand and opens it with both hands.

Errors: None.

Skill Level: Intermediate Expert",Intermediate Expert,False
0ccfd492-8880-4ef2-90f5-e9f54f2cd080,unc_basketball_03-17-23_01_8,Basketball,Intermediate Expert,"Observations: The man in the red shirt is dribbling the basketball with his right hand, while the man in the black shirt is standing on the court watching him.

Errors: The man in the red shirt is not dribbling the ball correctly. He should be using both hands to dribble the ball.

Skill Level: Novice",Novice,False,Observations: A man X throws a ball to C. C catches the ball with his right hand. C throws the ball to X. X catches the ball with his left hand. X throws the ball to C. C catches the ball with his right hand. C throws the ball to X. X catches the ball with his left hand. X throws the ball to C. C catches the ball with his right hand. C throws the ball to X. X catches the ball with his left hand. X throws the ball to C. C catches the ball with his right hand. C throws the ball to X. X catches the ball with his left hand. X throws the ball to C. C catches the ball with his right hand. C throws the ball to X. X catches the ball with his left hand. X throws the ball to C. C catches the ball with his right hand. C throws the ball to X. X catches the ball with his left hand. X throws the ball to C. C catches the ball with his right hand. C throws the ball to X. X catches the ball with his left hand. X throws the ball to C. C catches the ball with his right hand. C throws the ball to X. X catches the ball with his left hand. X throws the ball to C. C catches the ball with his right hand. C throws the ball to X. X catches the ball with his left hand. X throws the ball to C.,Unknown,False
