clip_id,take_folder,activity,ground_truth,exo_answer,exo_predicted,exo_correct,ego_answer,ego_predicted,ego_correct
1e0d9cb9-849f-4ca7-beeb-b13a5d4c6668,uniandes_basketball_004_50,Basketball,Early Expert,Novice,Novice,False,Novice,Novice,False
06c44d8c-98e6-4204-bb90-edfa26f8ab33,unc_basketball_03-17-23_01_11,Basketball,Intermediate Expert,Novice,Novice,False,Novice,Novice,False
06434a91-b0b1-4cd9-860e-d16fb4bd8331,upenn_0725_Duet_Violin_1_2_4,Music,Late Expert,Novice,Novice,False,Novice,Novice,False
2378c044-8aca-4d1f-9c5e-db2773ae1602,upenn_0725_Duet_Violin_1_1_11,Music,Intermediate Expert,Novice,Novice,False,Novice,Novice,False
4dffbba4-5e54-4953-841d-b1da9a48d478,sfu_basketball015_8,Basketball,Novice,Novice,Novice,True,Novice,Novice,True
35823fca-da54-49a2-8d4c-365046031e2c,iiith_cooking_03_1,Cooking,Early Expert,Novice,Novice,False,Novice,Novice,False
0ccfd492-8880-4ef2-90f5-e9f54f2cd080,unc_basketball_03-17-23_01_8,Basketball,Intermediate Expert,Novice,Novice,False,Novice,Novice,False
b2f14b2c-292c-46ce-a4b4-95258dcf6154,sfu_basketball012_12,Basketball,Novice,Novice,Novice,True,Novice,Novice,True
19326fcc-4b0f-403e-a7f5-ffb836449d45,uniandes_basketball_003_47,Basketball,Early Expert,Novice,Novice,False,Novice,Novice,False
7aa4f5eb-de43-4be6-be6a-8ce1b2ddc33a,indiana_music_09_5,Music,Early Expert,Novice,Novice,False,Novice,Novice,False
255f233c-ab58-4231-9531-fe00e3baca58,sfu_basketball_06_10,Basketball,Novice,Novice,Novice,True,Novice,Novice,True
30f03e63-10bf-4d6d-8d58-fc944469c66c,upenn_0702_Cooking_5_3,Cooking,Novice,Novice,Novice,True,Novice,Novice,True
266ea58c-a204-448d-bf24-83701e536db9,iiith_soccer_006_2,Soccer,Late Expert,Novice,Novice,False,Novice,Novice,False
0e81b418-40f2-459c-b735-36f982da37fb,sfu_basketball_08_4,Basketball,Intermediate Expert,Novice,Novice,False,Novice,Novice,False
f4fdaa1a-3bd6-45a7-9d59-f4ba1457d29a,sfu_basketball_08_50,Basketball,Novice,Novice,Novice,True,Novice,Novice,True
014e2850-9927-441a-8c3f-9e58012359e3,uniandes_basketball_003_28,Basketball,Late Expert,Novice,Novice,False,Novice,Novice,False
37ccfe73-37f5-499a-996d-3da3db9e212f,unc_basketball_03-09-23_02_5,Basketball,Early Expert,Novice,Novice,False,Novice,Novice,False
2c52669f-c3d8-4e0c-81ba-69ed4b1bf9ef,iiith_soccer_053_4,Soccer,Intermediate Expert,Novice,Novice,False,Novice,Novice,False
e08db0a4-e257-46e0-8880-640415b05976,unc_basketball_03-31-23_01_19,Basketball,Late Expert,Novice,Novice,False,Novice,Novice,False
079b7691-d098-4a2d-befd-ed702a134388,iiith_cooking_42_1,Cooking,Intermediate Expert,Novice,Novice,False,Novice,Novice,False
c2374b84-5d13-4bcb-a320-b375851245e4,unc_basketball_03-31-23_02_4,Basketball,Late Expert,Novice,Novice,False,Novice,Novice,False
0abc839d-6980-42c1-85eb-9502b84fcff7,upenn_0728_Guitar_1_6,Music,Late Expert,Novice,Novice,False,Novice,Novice,False
712a77c1-6a02-4bfd-bbdb-06fa8b1e8b1e,uniandes_basketball_001_31,Basketball,Late Expert,Novice,Novice,False,Novice,Novice,False
e9d6c233-3f56-4268-bce6-95c3ad19c77c,sfu_basketball012_6,Basketball,Novice,Novice,Novice,True,Novice,Novice,True
072f6ab6-a3c2-4e86-84ef-0b32d60d5555,upenn_0718_Violin_1_3,Music,Late Expert,Novice,Novice,False,Novice,Novice,False
42e4f58c-bdc8-4294-966a-240a6367428a,uniandes_cooking_008_6,Cooking,Novice,Novice,Novice,True,Novice,Novice,True
abeb24e8-1811-4f52-b0c1-99c540d42c92,sfu_basketball_09_22,Basketball,Novice,Novice,Novice,True,Novice,Novice,True
16b72f0f-0b3b-4833-990f-b9a25abdd887,sfu_basketball_07_44,Basketball,Novice,Novice,Novice,True,Novice,Novice,True
27bfa06f-9ad9-414e-a692-9d09abea760e,iiith_soccer_028_4,Soccer,Late Expert,Novice,Novice,False,Novice,Novice,False
020ae1ca-02ad-49c8-9056-87ad6bdcb8bd,unc_basketball_03-31-23_01_6,Basketball,Late Expert,Novice,Novice,False,Novice,Novice,False
3d4f5b74-c8da-4de9-a506-b09978baf754,iiith_guitar_002_10,Music,Early Expert,Novice,Novice,False,Novice,Novice,False
024a7ee5-df4d-4dd0-a890-b13adc8ed431,uniandes_basketball_003_35,Basketball,Intermediate Expert,Novice,Novice,False,Novice,Novice,False
63ab82bb-2d28-440f-814c-1fc0d06b89d0,upenn_0706_Guitar_2_3,Music,Early Expert,Novice,Novice,False,Novice,Novice,False
a3703011-35b9-4b70-964a-427e05e79a6f,sfu_basketball012_4,Basketball,Novice,Novice,Novice,True,Novice,Novice,True
2de0896b-df6d-4687-bbff-f700d675e385,unc_basketball_03-31-23_02_29,Basketball,Late Expert,Novice,Novice,False,Novice,Novice,False
3059469a-03fc-4ae0-bbf7-b08187d1b290,sfu_cooking_013_1,Cooking,Novice,Novice,Novice,True,Novice,Novice,True
01c31ac7-3885-46ff-9af5-9e1d0910dce5,upenn_0725_Violin_1_2,Music,Intermediate Expert,Novice,Novice,False,Novice,Novice,False
0aacd507-c6ad-43b9-afaa-a56f53cd676a,unc_basketball_03-16-23_01_19,Basketball,Early Expert,Novice,Novice,False,Novice,Novice,False
fe828226-1884-4b47-845f-a4e04cafcb2b,sfu_basketball_06_24,Basketball,Novice,Novice,Novice,True,Novice,Novice,True
0999909b-9034-40e3-96a1-6b66e06a9929,unc_basketball_03-16-23_01_35,Basketball,Intermediate Expert,Novice,Novice,False,Novice,Novice,False
09359482-b26f-4ee9-983e-4c414e4836c4,indiana_music_05_4,Music,Late Expert,Novice,Novice,False,Novice,Novice,False
016d94d2-73bd-422e-8a12-4823f1de163c,sfu_basketball013_12,Basketball,Intermediate Expert,Novice,Novice,False,Novice,Novice,False
32d54e67-68d7-4b94-a953-fc3b56a1eb94,unc_basketball_02-24-23_01_24,Basketball,Early Expert,Novice,Novice,False,Novice,Novice,False
bd409a14-0392-447c-87ce-e7d44d0cf3c8,unc_basketball_03-31-23_01_44,Basketball,Late Expert,Novice,Novice,False,Novice,Novice,False
a8b81a1a-5ab7-41c0-9189-a808bfb97b6b,upenn_0706_Guitar_2_5,Music,Early Expert,Novice,Novice,False,Novice,Novice,False
114984e0-4de8-4db7-afc8-0c66926f65f4,unc_basketball_03-17-23_01_20,Basketball,Early Expert,Novice,Novice,False,Novice,Novice,False
30e473a6-4746-4fc6-8b2a-37f179eaae53,upenn_0712_Cooking_1_5,Cooking,Intermediate Expert,Novice,Novice,False,Novice,Novice,False
0b7cd6fd-7b71-4ccd-89ba-892e2c0f5597,utokyo_soccer_8000_46_47_6,Soccer,Late Expert,Novice,Novice,False,Novice,Novice,False
2fbd4068-86e0-4893-b9c6-10c88fa8275c,uniandes_basketball_004_41,Basketball,Novice,Novice,Novice,True,Novice,Novice,True
1c9a978e-3921-44e5-8eab-f9e5401822cf,iiith_cooking_43_1,Cooking,Intermediate Expert,Novice,Novice,False,Novice,Novice,False
0eac0520-a5d8-4a45-bf08-112f5f472850,unc_basketball_02-24-23_01_40,Basketball,Early Expert,Novice,Novice,False,Novice,Novice,False
46e0152d-45be-46a4-a44a-c1967f89d3aa,iiith_cooking_25_1,Cooking,Intermediate Expert,Novice,Novice,False,Novice,Novice,False
10fbe798-2bdb-4d5b-8bbd-00a5f49fd391,uniandes_basketball_002_11,Basketball,Intermediate Expert,Novice,Novice,False,Novice,Novice,False
03672458-fd03-4e1e-9754-776175089ab0,upenn_0407_Violin_1_5,Music,Late Expert,Novice,Novice,False,Novice,Novice,False
1c504968-4f68-48dc-bee3-159fa197af65,iiith_cooking_57_4,Cooking,Early Expert,Novice,Novice,False,Novice,Novice,False
09ca3310-232c-4f3f-b201-3632ea8c6b75,sfu_cooking_003_3,Cooking,Early Expert,Novice,Novice,False,Novice,Novice,False
3ac49447-8437-4e1a-b772-06f4c79afe96,uniandes_basketball_004_42,Basketball,Novice,Novice,Novice,True,Novice,Novice,True
0254b6c0-4d78-471e-b3cf-07bb1e133f96,unc_basketball_03-31-23_02_2,Basketball,Late Expert,Novice,Novice,False,Novice,Novice,False
0a6f112f-6cd8-4c53-adda-0d7862804b87,unc_basketball_02-24-23_01_27,Basketball,Intermediate Expert,Novice,Novice,False,Novice,Novice,False
01d6b5e1-4a4a-4e6b-a067-3bc7c7b83f0c,indiana_music_14_4,Music,Late Expert,Novice,Novice,False,Novice,Novice,False
3db860b7-a23a-4d9b-a988-4b656a608122,georgiatech_cooking_01_03_4,Cooking,Novice,Novice,Novice,True,Novice,Novice,True
655b89a8-9725-4756-9fc0-db01a580d88a,unc_basketball_03-31-23_02_38,Basketball,Late Expert,Novice,Novice,False,Novice,Novice,False
1ec1409c-a3fd-46ab-8698-99f9317e9f13,iiith_cooking_02_3,Cooking,Novice,Novice,Novice,True,Novice,Novice,True
1771a0c1-fdf9-45f3-9049-b8e2fbd77ce6,sfu_basketball_09_4,Basketball,Novice,Novice,Novice,True,Novice,Novice,True
d870a86a-386d-43bd-9292-e1784d9de9cb,sfu_basketball_06_12,Basketball,Novice,Novice,Novice,True,Novice,Novice,True
80e3f935-b9f6-49cc-83b1-f5cff4761496,sfu_basketball_06_20,Basketball,Novice,Novice,Novice,True,Novice,Novice,True
0de804e8-619a-4e39-8dfb-e1244898c6cd,upenn_0728_Guitar_1_2,Music,Intermediate Expert,Novice,Novice,False,Novice,Novice,False
06ba749b-bb6d-40f1-9ff8-464c07b94a3f,upenn_0726_Piano_1_5,Music,Intermediate Expert,Novice,Novice,False,Novice,Novice,False
0015e453-3227-41b0-bd64-03c134abe054,sfu_cooking_013_3,Cooking,Novice,Novice,Novice,True,Novice,Novice,True
