clip_id,take_folder,ground_truth,exo_answer,exo_predicted,exo_correct,ego_answer,ego_predicted,ego_correct
a79d5151-c4f8-4b6e-9084-c563b317c4e8,uniandes_dance_021_29,Intermediate Expert,Intermediate Expert,Intermediate Expert,True,Novice,Novice,False
0d1c01f6-74c9-45b4-8ccd-8c64eb39a2f5,uniandes_dance_008_50,Intermediate Expert,Intermediate Expert,Intermediate Expert,True,Novice,Novice,False
53d819a4-f540-44ed-8dcd-2260112fc54c,uniandes_dance_021_19,Intermediate Expert,Novice,Novice,False,Novice,Novice,False
fdaecdd1-2ef5-44d6-bc6c-26ff4a21c3d6,uniandes_dance_008_13,Late Expert,Intermediate Expert,Intermediate Expert,False,Novice,Novice,False
27b3c35b-8799-4294-b4ff-dc33f52e0220,uniandes_dance_024_8,Novice,Novice,Novice,True,Novice,Novice,True
9235aa5a-d273-4932-be5f-b74ac82f5bcc,uniandes_dance_007_7,Intermediate Expert,Intermediate Expert,Intermediate Expert,True,Novice,Novice,False
97fff617-93c7-4d83-a13e-1ff5ab6fc79d,uniandes_dance_021_12,Late Expert,Intermediate Expert,Intermediate Expert,False,Novice,Novice,False
6af8d123-939a-410a-9d29-72687bd4dac5,uniandes_dance_013_15,Late Expert,Novice,Novice,False,Novice,Novice,False
8fdcfd22-239e-44b9-90a7-f29588cb7d82,uniandes_dance_012_24,Intermediate Expert,Intermediate Expert,Intermediate Expert,True,Novice,Novice,False
5286fd37-f72e-42c5-bb9e-e09811887981,uniandes_dance_020_27,Novice,Novice,Novice,True,Novice,Novice,True
7992ceca-a566-4679-b116-6fc0b811b70f,upenn_0720_Dance_4_5,Early Expert,Intermediate Expert,Intermediate Expert,False,Novice,Novice,False
c5c271ee-08ad-4dd8-ac8c-417f830db685,uniandes_dance_019_20,Intermediate Expert,Novice,Novice,False,Novice,Novice,False
26ca925c-845d-4419-ae37-93f28cb415e8,uniandes_dance_016_8,Early Expert,Intermediate Expert,Intermediate Expert,False,Novice,Novice,False
e10d385c-3b3f-4cc4-8e2d-2c5e7d986f42,uniandes_dance_020_34,Late Expert,Novice,Novice,False,Novice,Novice,False
24b8af0b-b50e-4ddb-8421-a23dab506580,uniandes_dance_013_22,Late Expert,Novice,Novice,False,Novice,Novice,False
04f0854f-7a61-4902-a5ea-cf9b9ff2785f,upenn_0706_Dance_4_3,Early Expert,Novice,Novice,False,Novice,Novice,False
7e4cdc23-31d4-4449-b6a1-1100985cfcb1,uniandes_dance_012_19,Intermediate Expert,Intermediate Expert,Intermediate Expert,True,Novice,Novice,False
6d348ad5-d8f5-47f3-93c4-c2252910d310,uniandes_dance_002_24,Early Expert,Novice,Novice,False,Novice,Novice,False
98ca3100-848b-4267-be0b-3c53c301cd96,uniandes_dance_020_22,Novice,Novice,Novice,True,Novice,Novice,True
ad71e6d3-b828-4dbf-8853-18f5fcc59768,uniandes_dance_019_6,Intermediate Expert,Novice,Novice,False,Novice,Novice,False
03d2dc5b-24fa-4190-8392-587fbdf31785,upenn_0720_Dance_3_7,Early Expert,Novice,Novice,False,Novice,Novice,False
be4e32c4-1537-44bc-9f66-5d61098c08dd,uniandes_dance_024_7,Novice,Novice,Novice,True,Novice,Novice,True
7ab10395-024c-4fe4-994d-c7f57a42b354,upenn_0727_Partner_Dance_2_1_4,Late Expert,Novice,Novice,False,Novice,Novice,False
e0ee6d25-73ea-4301-900d-c40a4d1e82dc,upenn_0720_Dance_3_11,Early Expert,Novice,Novice,False,Novice,Novice,False
a34204b4-1ebb-4cec-a338-f4e543669820,uniandes_dance_012_25,Intermediate Expert,Intermediate Expert,Intermediate Expert,True,Novice,Novice,False
3f508ce8-ba11-49d3-848c-ccd8c8b52c3d,upenn_0730_Dance_2_5,Late Expert,Novice,Novice,False,Novice,Novice,False
6b3a51f3-973e-44de-b300-ed1c25bc82d3,uniandes_dance_008_8,Late Expert,Novice,Novice,False,Novice,Novice,False
5c4e796b-cb0b-4a72-b7ed-ad0dcc6aec1c,uniandes_dance_019_58,Late Expert,Intermediate Expert,Intermediate Expert,False,Novice,Novice,False
b0f9aa8b-0632-44a1-a6ab-8d698208169c,uniandes_dance_011_29,Late Expert,Novice,Novice,False,Novice,Novice,False
95bcacb6-e524-4aa8-91f3-22b12898779d,uniandes_dance_016_45,Novice,Novice,Novice,True,Novice,Novice,True
841d97d5-8a6b-4221-adea-5fa1aa3e9707,uniandes_dance_011_43,Early Expert,Intermediate Expert,Intermediate Expert,False,Novice,Novice,False
5b5a6017-4b2e-4529-a348-84bc64d1d3c3,upenn_0727_Partner_Dance_2_2_4,Early Expert,Novice,Novice,False,Novice,Novice,False
b0f43b31-88d6-4173-bc98-543c8f8d938d,uniandes_dance_016_44,Novice,Intermediate Expert,Intermediate Expert,False,Novice,Novice,True
6e4400c5-0bd9-454f-97d4-4fe35fe31682,uniandes_dance_022_9,Novice,Novice,Novice,True,Novice,Novice,True
1e31765b-d0e0-4317-a361-2e81613a5c61,uniandes_dance_021_20,Intermediate Expert,Intermediate Expert,Intermediate Expert,True,Novice,Novice,False
3cffe89e-da73-4297-808a-d185d49959f1,uniandes_dance_022_48,Late Expert,Novice,Novice,False,Novice,Novice,False
f1415a2f-c967-450e-bc9a-53a49abdd5e5,uniandes_dance_008_38,Late Expert,Intermediate Expert,Intermediate Expert,False,Novice,Novice,False
3a327064-721f-4571-a510-29de32f82342,uniandes_dance_013_8,Early Expert,Novice,Novice,False,Novice,Novice,False
f809a447-5414-4539-8bfd-2f6baa32dc1c,uniandes_dance_021_53,Early Expert,Novice,Novice,False,Novice,Novice,False
a20971f0-7778-436f-a3de-ffbc64d59b06,uniandes_dance_017_5,Novice,Intermediate Expert,Intermediate Expert,False,Novice,Novice,True
6eba8ef2-4d47-4d63-a864-e4dc64f8231b,uniandes_dance_021_5,Late Expert,Intermediate Expert,Intermediate Expert,False,Novice,Novice,False
0f2b6d29-7921-402f-9a5b-59dd9a15f515,uniandes_dance_012_28,Late Expert,Intermediate Expert,Intermediate Expert,False,Novice,Novice,False
88f21f26-5c09-485c-9e63-a096acf58336,uniandes_dance_016_12,Early Expert,Intermediate Expert,Intermediate Expert,False,Novice,Novice,False
3abfad56-574e-41ad-abb1-6a002c69a5c7,uniandes_dance_024_17,Early Expert,Intermediate Expert,Intermediate Expert,False,Novice,Novice,False
cbc710de-4393-470d-91bd-f6af9f09f7c4,uniandes_dance_022_7,Novice,Novice,Novice,True,Novice,Novice,True
24437400-1478-4239-8f4d-788d88568a9e,uniandes_dance_021_23,Intermediate Expert,Intermediate Expert,Intermediate Expert,True,Novice,Novice,False
d351ce4f-6cd3-45f3-8514-77c1eb3adffa,uniandes_dance_011_16,Intermediate Expert,Novice,Novice,False,Novice,Novice,False
ee8eed89-5348-4a6a-8eb3-f9fc80fad1ea,uniandes_dance_019_18,Intermediate Expert,Intermediate Expert,Intermediate Expert,True,Novice,Novice,False
1e5e4324-4624-468a-9ec0-679f4be6da72,uniandes_dance_017_36,Early Expert,Novice,Novice,False,Novice,Novice,False
96f28cc0-fa8c-4502-afff-092aee3a875b,uniandes_dance_012_22,Intermediate Expert,Intermediate Expert,Intermediate Expert,True,Novice,Novice,False
a49424bb-676f-471c-8152-6a0b1b5bb6e6,uniandes_dance_012_29,Late Expert,Intermediate Expert,Intermediate Expert,False,Novice,Novice,False
09d78f26-514a-43c2-a55e-d9b17d5e1a32,upenn_0706_Dance_1_7,Early Expert,Novice,Novice,False,Novice,Novice,False
989d5e04-bb58-4db9-9d58-9639adc4cd43,upenn_0730_Dance_1_4,Intermediate Expert,Novice,Novice,False,Novice,Novice,False
62d2aac8-8afb-4193-830f-8d156bedf232,upenn_0720_Dance_3_13,Early Expert,Novice,Novice,False,Novice,Novice,False
f6890d9d-d0c3-43c8-9400-6cff7cc17801,uniandes_dance_007_4,Intermediate Expert,Novice,Novice,False,Novice,Novice,False
f60ab291-aa57-4e41-bbbe-e9ab817f3246,uniandes_dance_012_33,Late Expert,Novice,Novice,False,Novice,Novice,False
49bb4a74-17a2-4375-9073-2beb29c76137,upenn_0706_Dance_2_2,Intermediate Expert,Novice,Novice,False,Novice,Novice,False
479f94a8-acb9-4157-b6bd-4f2a2a6cf3c9,uniandes_dance_020_61,Early Expert,Novice,Novice,False,Novice,Novice,False
dd258fcf-873f-4fcd-b2d3-04525159b68a,uniandes_dance_022_5,Novice,Novice,Novice,True,Novice,Novice,True
603787e2-be4b-4b24-9632-34921013623f,uniandes_dance_021_17,Intermediate Expert,Intermediate Expert,Intermediate Expert,True,Novice,Novice,False
fad811da-e457-4d2a-8cf4-c3a09c11a41a,uniandes_dance_019_15,Intermediate Expert,Novice,Novice,False,Novice,Novice,False
0eadf1dd-55c6-4cd1-8b2d-5b132fcb5016,uniandes_dance_022_27,Late Expert,Intermediate Expert,Intermediate Expert,False,Novice,Novice,False
9d950899-e619-4399-867c-70871cc0d679,uniandes_dance_024_4,Novice,Novice,Novice,True,Novice,Novice,True
7e4d7d4f-abfb-4e89-87e0-7f86e27ada86,uniandes_dance_008_44,Intermediate Expert,Intermediate Expert,Intermediate Expert,True,Novice,Novice,False
d5d3590f-44e7-4305-b612-ff055b0e688a,uniandes_dance_024_2,Novice,Novice,Novice,True,Novice,Novice,True
cd81519b-13c1-437e-b357-8ec99ae9c757,uniandes_dance_011_33,Late Expert,Novice,Novice,False,Novice,Novice,False
adad25b8-0920-4181-9bd4-1f8207e85d82,uniandes_dance_019_49,Late Expert,Intermediate Expert,Intermediate Expert,False,Novice,Novice,False
dfb66cb4-6235-4f55-b361-934586fbcaaa,uniandes_dance_022_10,Novice,Novice,Novice,True,Novice,Novice,True
35a3c4e1-f420-4242-bcab-4d208dc9a391,upenn_0706_Dance_2_5,Intermediate Expert,Novice,Novice,False,Novice,Novice,False
4d159481-830d-4789-b0ff-368031a98757,uniandes_dance_015_18,Late Expert,Intermediate Expert,Intermediate Expert,False,Novice,Novice,False
28c3553f-3212-43ee-a050-7ea2d49fdf0e,uniandes_dance_017_58,Novice,Intermediate Expert,Intermediate Expert,False,Novice,Novice,True
02d13286-0b54-46e8-8461-9c056627a97d,upenn_0720_Dance_3_3,Early Expert,Novice,Novice,False,Novice,Novice,False
e5488136-6259-4050-bc34-4717cc15dd1a,uniandes_dance_020_11,Early Expert,Novice,Novice,False,Novice,Novice,False
824f472b-db42-4d38-99ed-2750bc14817e,upenn_0629_Dance_3_4,Early Expert,Novice,Novice,False,Novice,Novice,False
215abe5f-a97f-4ee6-87bd-d261e75f1701,uniandes_dance_022_6,Novice,Novice,Novice,True,Novice,Novice,True
657b877d-3cdb-4798-a9bf-101ab82cc95b,uniandes_dance_020_18,Novice,Novice,Novice,True,Novice,Novice,True
3a2303bf-8d6f-4211-8c25-4430cd051e2d,uniandes_dance_012_14,Intermediate Expert,Novice,Novice,False,Novice,Novice,False
590c85d3-71c1-4896-9899-a843ccaa6ef2,uniandes_dance_023_56,Early Expert,Novice,Novice,False,Novice,Novice,False
